policy_id,customer_id,vehicle_id,policy_type,policy_version_id,coverage_limit,deductible,start_date,end_date,status
P004569,C002347,V007909,THIRD_PARTY,PV-TP-V1,492000.0,17000.0,2025-09-23,2026-09-23,ACTIVE
P004570,C000083,V008085,COMMERCIAL,PV-COMM-V1,823000.0,28400.0,2025-04-05,2026-04-05,EXPIRED
P004571,C007084,V007977,COMMERCIAL,PV-COMM-V1,822000.0,37100.0,2024-05-11,2025-05-11,EXPIRED
P004572,C009932,V006212,COMPREHENSIVE,PV-COMP-V2,514000.0,7900.0,2023-10-16,2024-10-15,EXPIRED
P004573,C004586,V012457,THEFT,PV-THEFT-V1,623000.0,25300.0,2026-07-10,2027-07-10,ACTIVE
P004574,C004498,V011924,COMPREHENSIVE,PV-COMP-V1,836000.0,11900.0,2024-06-15,2025-06-15,EXPIRED
P004575,C007538,V009621,COMPREHENSIVE,PV-COMP-V1,220000.0,7900.0,2024-03-27,2025-03-27,EXPIRED
P004576,C007928,V012451,COMPREHENSIVE,PV-COMP-V2,862000.0,33000.0,2024-01-02,2025-01-01,EXPIRED
P004577,C006276,V010968,THIRD_PARTY,PV-TP-V1,606000.0,27300.0,2025-12-22,2026-12-22,ACTIVE
P004578,C003713,V007908,THIRD_PARTY,PV-TP-V1,1218000.0,16600.0,2026-05-17,2027-05-17,ACTIVE
P004579,C008404,V010133,COMPREHENSIVE,PV-COMP-V1,1352000.0,27500.0,2023-10-02,2024-10-01,EXPIRED
P004580,C005143,V000038,COMMERCIAL,PV-COMM-V1,479000.0,8500.0,2024-08-04,2025-08-04,EXPIRED
P004581,C008311,V000577,COMMERCIAL,PV-COMM-V1,1028000.0,14800.0,2026-07-19,2027-07-19,ACTIVE
P004582,C008999,V004823,THEFT,PV-THEFT-V1,340000.0,15900.0,2024-03-01,2025-03-01,EXPIRED
P004583,C004771,V003989,THEFT,PV-THEFT-V1,798000.0,16500.0,2026-07-04,2027-07-04,ACTIVE
P004584,C008366,V000714,COMPREHENSIVE,PV-COMP-V2,1006000.0,37800.0,2025-05-13,2026-05-13,EXPIRED
P004585,C005152,V014410,COMPREHENSIVE,PV-COMP-V2,715000.0,14700.0,2024-10-24,2025-10-24,EXPIRED
P004586,C009093,V014939,THIRD_PARTY,PV-TP-V1,2564000.0,57500.0,2024-11-03,2025-11-03,EXPIRED
P004587,C002207,V008252,THIRD_PARTY,PV-TP-V1,801000.0,18000.0,2024-08-22,2025-08-22,EXPIRED
P004588,C001197,V002336,COMPREHENSIVE,PV-COMP-V2,1572000.0,65200.0,2026-04-24,2027-04-24,ACTIVE
P004589,C001242,V004746,THEFT,PV-THEFT-V1,2273000.0,23700.0,2025-12-08,2026-12-08,ACTIVE
P004590,C006582,V004421,THIRD_PARTY,PV-TP-V1,1307000.0,61300.0,2026-09-05,2027-09-05,ACTIVE
P004591,C002678,V014185,COMPREHENSIVE,PV-COMP-V1,814000.0,16400.0,2026-09-01,2027-09-01,ACTIVE
P004592,C001806,V014427,COMPREHENSIVE,PV-COMP-V2,431000.0,15600.0,2026-03-16,2027-03-16,ACTIVE
P004593,C005799,V000882,COMPREHENSIVE,PV-COMP-V1,890000.0,29200.0,2024-08-08,2025-08-08,EXPIRED
P004594,C000377,V000568,COMPREHENSIVE,PV-COMP-V1,1871000.0,42300.0,2025-09-16,2026-09-16,EXPIRED
P004595,C007947,V014245,COMPREHENSIVE,PV-COMP-V1,353000.0,6200.0,2025-10-19,2026-10-19,ACTIVE
P004596,C001038,V004984,COMPREHENSIVE,PV-COMP-V2,394000.0,11900.0,2024-08-28,2025-08-28,EXPIRED
P004597,C008651,V002246,THIRD_PARTY,PV-TP-V1,596000.0,23400.0,2024-05-30,2025-05-30,EXPIRED
P004598,C004448,V005271,THEFT,PV-THEFT-V1,540000.0,15300.0,2023-11-01,2024-10-31,EXPIRED
P004599,C002649,V004166,THEFT,PV-THEFT-V1,372000.0,17100.0,2025-09-13,2026-09-13,EXPIRED
P004600,C006541,V008157,COMPREHENSIVE,PV-COMP-V2,1161000.0,36100.0,2025-05-17,2026-05-17,EXPIRED
P004601,C006243,V007821,COMPREHENSIVE,PV-COMP-V2,331000.0,6600.0,2026-02-05,2027-02-05,ACTIVE
P004602,C005411,V010072,THIRD_PARTY,PV-TP-V1,742000.0,30600.0,2026-07-01,2027-07-01,ACTIVE
P004603,C001128,V008656,COMMERCIAL,PV-COMM-V1,553000.0,10900.0,2024-09-14,2025-09-14,EXPIRED
P004604,C004745,V000240,COMPREHENSIVE,PV-COMP-V1,596000.0,26700.0,2026-04-09,2027-04-09,ACTIVE
P004605,C007263,V012781,COMPREHENSIVE,PV-COMP-V1,373000.0,12700.0,2024-11-26,2025-11-26,EXPIRED
P004606,C009753,V006455,COMPREHENSIVE,PV-COMP-V1,1793000.0,75900.0,2026-04-01,2027-04-01,ACTIVE
P004607,C001488,V006663,COMMERCIAL,PV-COMM-V1,1079000.0,45600.0,2026-02-05,2027-02-05,ACTIVE
P004608,C005093,V001598,COMPREHENSIVE,PV-COMP-V2,1066000.0,23700.0,2024-06-16,2025-06-16,EXPIRED
P004609,C009692,V009665,THIRD_PARTY,PV-TP-V1,802000.0,27000.0,2025-12-04,2026-12-04,ACTIVE
P004610,C009230,V011523,COMPREHENSIVE,PV-COMP-V2,358000.0,6000.0,2024-12-19,2025-12-19,EXPIRED
P004611,C000138,V001902,COMPREHENSIVE,PV-COMP-V1,440000.0,19600.0,2024-12-24,2025-12-24,EXPIRED
P004612,C005934,V001181,COMMERCIAL,PV-COMM-V1,441000.0,9400.0,2024-01-28,2025-01-27,EXPIRED
P004613,C006478,V013143,THIRD_PARTY,PV-TP-V1,363000.0,8500.0,2026-07-27,2027-07-27,ACTIVE
P004614,C003920,V013205,THIRD_PARTY,PV-TP-V1,783000.0,19700.0,2023-10-13,2024-10-12,EXPIRED
P004615,C009189,V008574,COMPREHENSIVE,PV-COMP-V2,701000.0,24400.0,2024-04-08,2025-04-08,EXPIRED
P004616,C001954,V003007,THIRD_PARTY,PV-TP-V1,615000.0,18000.0,2025-08-22,2026-08-22,EXPIRED
P004617,C007400,V009454,THEFT,PV-THEFT-V1,1675000.0,81100.0,2023-12-06,2024-12-05,EXPIRED
P004618,C003413,V002782,COMPREHENSIVE,PV-COMP-V2,222000.0,6200.0,2025-04-08,2026-04-08,EXPIRED
P004619,C005615,V009559,COMPREHENSIVE,PV-COMP-V2,1180000.0,18500.0,2026-05-16,2027-05-16,ACTIVE
P004620,C003474,V006111,COMPREHENSIVE,PV-COMP-V2,1652000.0,54700.0,2025-07-19,2026-07-19,EXPIRED
P004621,C008272,V005734,COMPREHENSIVE,PV-COMP-V2,861000.0,9500.0,2023-12-18,2024-12-17,EXPIRED
P004622,C008524,V009186,COMPREHENSIVE,PV-COMP-V2,342000.0,11900.0,2024-10-27,2025-10-27,EXPIRED
P004623,C009089,V012385,THIRD_PARTY,PV-TP-V1,1486000.0,67600.0,2026-02-22,2027-02-22,ACTIVE
P004624,C006571,V008847,THIRD_PARTY,PV-TP-V1,878000.0,31300.0,2024-07-20,2025-07-20,EXPIRED
P004625,C000091,V002830,COMPREHENSIVE,PV-COMP-V1,224000.0,6700.0,2024-10-26,2025-10-26,EXPIRED
P004626,C007855,V010736,THEFT,PV-THEFT-V1,441000.0,15500.0,2024-03-14,2025-03-14,EXPIRED
P004627,C008010,V009351,THIRD_PARTY,PV-TP-V1,2391000.0,55700.0,2026-04-07,2027-04-07,ACTIVE
P004628,C001531,V005278,COMPREHENSIVE,PV-COMP-V2,636000.0,19900.0,2024-04-29,2025-04-29,EXPIRED
P004629,C007446,V008255,COMMERCIAL,PV-COMM-V1,465000.0,8400.0,2026-08-02,2027-08-02,ACTIVE
P004630,C005429,V004220,COMPREHENSIVE,PV-COMP-V1,850000.0,20900.0,2023-09-22,2024-09-21,EXPIRED
P004631,C004338,V011443,THIRD_PARTY,PV-TP-V1,1951000.0,95700.0,2026-07-27,2027-07-27,ACTIVE
P004632,C008970,V012848,THIRD_PARTY,PV-TP-V1,448000.0,20700.0,2023-11-22,2024-11-21,EXPIRED
P004633,C006254,V013794,COMPREHENSIVE,PV-COMP-V1,376000.0,17600.0,2024-11-28,2025-11-28,EXPIRED
P004634,C009111,V005432,THIRD_PARTY,PV-TP-V1,160000.0,3300.0,2023-10-04,2024-10-03,EXPIRED
P004635,C004985,V003414,COMPREHENSIVE,PV-COMP-V2,1135000.0,49000.0,2024-08-14,2025-08-14,EXPIRED
P004636,C009698,V011706,THEFT,PV-THEFT-V1,250000.0,11600.0,2025-01-13,2026-01-13,EXPIRED
P004637,C009203,V000907,COMPREHENSIVE,PV-COMP-V2,589000.0,13300.0,2025-10-17,2026-10-17,ACTIVE
P004638,C001751,V007761,COMMERCIAL,PV-COMM-V1,1110000.0,39400.0,2024-11-05,2025-11-05,EXPIRED
P004639,C000534,V003694,COMPREHENSIVE,PV-COMP-V2,231000.0,6500.0,2024-11-24,2025-11-24,EXPIRED
P004640,C009929,V013926,COMPREHENSIVE,PV-COMP-V1,368000.0,11200.0,2025-03-26,2026-03-26,EXPIRED
P004641,C005651,V003119,COMPREHENSIVE,PV-COMP-V2,474000.0,18600.0,2024-12-01,2025-12-01,EXPIRED
P004642,C003456,V012506,THIRD_PARTY,PV-TP-V1,397000.0,16500.0,2024-02-17,2025-02-16,EXPIRED
P004643,C004656,V010566,COMPREHENSIVE,PV-COMP-V1,878000.0,31000.0,2025-03-24,2026-03-24,EXPIRED
P004644,C004825,V013337,THIRD_PARTY,PV-TP-V1,357000.0,6200.0,2025-04-08,2026-04-08,EXPIRED
P004645,C003361,V008622,COMPREHENSIVE,PV-COMP-V1,389000.0,6700.0,2024-10-18,2025-10-18,EXPIRED
P004646,C001316,V011403,THIRD_PARTY,PV-TP-V1,778000.0,14200.0,2024-11-21,2025-11-21,EXPIRED
P004647,C005902,V007707,COMPREHENSIVE,PV-COMP-V2,263000.0,3200.0,2026-04-25,2027-04-25,ACTIVE
P004648,C001049,V007018,THEFT,PV-THEFT-V1,1096000.0,47500.0,2024-09-20,2025-09-20,EXPIRED
P004649,C003536,V009306,THEFT,PV-THEFT-V1,449000.0,5000.0,2024-01-08,2025-01-07,EXPIRED
P004650,C001745,V000296,COMPREHENSIVE,PV-COMP-V2,580000.0,22300.0,2025-02-23,2026-02-23,EXPIRED
P004651,C009754,V013870,COMPREHENSIVE,PV-COMP-V1,488000.0,23000.0,2026-05-04,2027-05-04,ACTIVE
P004652,C007851,V001786,THIRD_PARTY,PV-TP-V1,858000.0,27100.0,2026-08-09,2027-08-09,ACTIVE
P004653,C002421,V004383,COMPREHENSIVE,PV-COMP-V2,648000.0,19700.0,2024-05-15,2025-05-15,EXPIRED
P004654,C003033,V006508,COMPREHENSIVE,PV-COMP-V2,975000.0,42200.0,2024-10-17,2025-10-17,EXPIRED
P004655,C001467,V010506,THIRD_PARTY,PV-TP-V1,233000.0,9200.0,2024-10-29,2025-10-29,EXPIRED
P004656,C005438,V001285,THIRD_PARTY,PV-TP-V1,820000.0,37500.0,2023-10-12,2024-10-11,EXPIRED
P004657,C003001,V007785,COMPREHENSIVE,PV-COMP-V2,1219000.0,25800.0,2024-09-04,2025-09-04,EXPIRED
P004658,C001555,V011200,COMPREHENSIVE,PV-COMP-V2,550000.0,21300.0,2026-09-05,2027-09-05,ACTIVE
P004659,C009047,V012673,COMPREHENSIVE,PV-COMP-V1,466000.0,7500.0,2024-06-02,2025-06-02,EXPIRED
P004660,C008893,V004455,COMPREHENSIVE,PV-COMP-V2,959000.0,39000.0,2026-01-31,2027-01-31,ACTIVE
P004661,C000919,V014519,COMPREHENSIVE,PV-COMP-V1,987000.0,35500.0,2024-04-25,2025-04-25,EXPIRED
P004662,C002674,V000550,THEFT,PV-THEFT-V1,688000.0,9800.0,2026-08-24,2027-08-24,ACTIVE
P004663,C007528,V005341,COMPREHENSIVE,PV-COMP-V2,622000.0,20700.0,2024-02-07,2025-02-06,EXPIRED
P004664,C006423,V012544,COMPREHENSIVE,PV-COMP-V1,815000.0,21600.0,2026-08-03,2027-08-03,ACTIVE
P004665,C000041,V003575,THIRD_PARTY,PV-TP-V1,556000.0,9400.0,2026-07-26,2027-07-26,ACTIVE
P004666,C000305,V012536,COMPREHENSIVE,PV-COMP-V2,982000.0,41300.0,2025-05-08,2026-05-08,EXPIRED
P004667,C008334,V004353,COMMERCIAL,PV-COMM-V1,1759000.0,28900.0,2026-01-10,2027-01-10,ACTIVE
P004668,C005041,V006832,COMPREHENSIVE,PV-COMP-V1,1000000.0,29500.0,2025-08-15,2026-08-15,EXPIRED
P004669,C002315,V002649,COMPREHENSIVE,PV-COMP-V1,416000.0,14800.0,2025-02-07,2026-02-07,EXPIRED
P004670,C003106,V002587,COMMERCIAL,PV-COMM-V1,628000.0,12400.0,2025-12-08,2026-12-08,ACTIVE
P004671,C002697,V005863,COMPREHENSIVE,PV-COMP-V2,721000.0,17700.0,2023-10-06,2024-10-05,EXPIRED
P004672,C008911,V003161,COMPREHENSIVE,PV-COMP-V2,2038000.0,21500.0,2025-02-14,2026-02-14,EXPIRED
P004673,C003039,V007153,COMPREHENSIVE,PV-COMP-V1,503000.0,10200.0,2024-09-23,2025-09-23,EXPIRED
P004674,C000759,V003183,COMPREHENSIVE,PV-COMP-V2,268000.0,12600.0,2024-07-12,2025-07-12,EXPIRED
P004675,C001859,V003481,COMPREHENSIVE,PV-COMP-V2,586000.0,19100.0,2025-06-21,2026-06-21,EXPIRED
P004676,C003303,V002378,COMPREHENSIVE,PV-COMP-V1,840000.0,33900.0,2024-07-25,2025-07-25,EXPIRED
P004677,C003285,V011109,COMMERCIAL,PV-COMM-V1,327000.0,9000.0,2024-08-09,2025-08-09,EXPIRED
P004678,C003405,V012054,COMPREHENSIVE,PV-COMP-V1,474000.0,4900.0,2024-12-08,2025-12-08,EXPIRED
P004679,C009514,V014191,THEFT,PV-THEFT-V1,659000.0,11500.0,2025-04-05,2026-04-05,EXPIRED
P004680,C008271,V008206,COMPREHENSIVE,PV-COMP-V1,959000.0,15300.0,2024-08-03,2025-08-03,EXPIRED
P004681,C008112,V007699,THEFT,PV-THEFT-V1,648000.0,20700.0,2024-10-24,2025-10-24,EXPIRED
P004682,C005612,V010010,COMMERCIAL,PV-COMM-V1,261000.0,11600.0,2023-11-13,2024-11-12,EXPIRED
P004683,C008051,V012397,THIRD_PARTY,PV-TP-V1,298000.0,11800.0,2024-06-18,2025-06-18,EXPIRED
P004684,C000341,V005689,THIRD_PARTY,PV-TP-V1,181000.0,6000.0,2025-07-16,2026-07-16,EXPIRED
P004685,C008508,V014477,COMPREHENSIVE,PV-COMP-V2,756000.0,27100.0,2024-09-29,2025-09-29,EXPIRED
P004686,C004838,V013597,THEFT,PV-THEFT-V1,698000.0,22000.0,2025-01-24,2026-01-24,EXPIRED
P004687,C008086,V011114,THIRD_PARTY,PV-TP-V1,266000.0,5400.0,2026-04-27,2027-04-27,ACTIVE
P004688,C002520,V008481,COMPREHENSIVE,PV-COMP-V2,385000.0,14400.0,2025-09-13,2026-09-13,EXPIRED
P004689,C004254,V013496,COMPREHENSIVE,PV-COMP-V1,579000.0,22100.0,2026-01-17,2027-01-17,ACTIVE
P004690,C009527,V008160,COMPREHENSIVE,PV-COMP-V2,618000.0,8300.0,2025-10-25,2026-10-25,ACTIVE
P004691,C003681,V010118,THEFT,PV-THEFT-V1,453000.0,7600.0,2026-08-24,2027-08-24,ACTIVE
P004692,C008921,V008026,THEFT,PV-THEFT-V1,556000.0,17900.0,2026-06-27,2027-06-27,ACTIVE
P004693,C008596,V013040,THIRD_PARTY,PV-TP-V1,1554000.0,47700.0,2024-04-01,2025-04-01,EXPIRED
P004694,C009225,V013816,COMPREHENSIVE,PV-COMP-V2,865000.0,20200.0,2024-07-29,2025-07-29,EXPIRED
P004695,C002645,V012213,COMPREHENSIVE,PV-COMP-V1,640000.0,25600.0,2025-01-24,2026-01-24,EXPIRED
P004696,C007870,V001614,THIRD_PARTY,PV-TP-V1,260000.0,4400.0,2026-06-04,2027-06-04,ACTIVE
P004697,C002978,V009998,THIRD_PARTY,PV-TP-V1,559000.0,6700.0,2024-06-22,2025-06-22,EXPIRED
P004698,C008886,V008154,COMPREHENSIVE,PV-COMP-V2,522000.0,17700.0,2025-01-02,2026-01-02,EXPIRED
P004699,C009676,V007937,COMMERCIAL,PV-COMM-V1,892000.0,25300.0,2024-05-08,2025-05-08,EXPIRED
P004700,C007603,V008448,COMPREHENSIVE,PV-COMP-V2,789000.0,10100.0,2025-10-09,2026-10-09,ACTIVE
P004701,C009458,V002016,COMPREHENSIVE,PV-COMP-V1,284000.0,9400.0,2026-05-09,2027-05-09,ACTIVE
P004702,C007053,V009506,COMPREHENSIVE,PV-COMP-V1,831000.0,8600.0,2026-03-15,2027-03-15,ACTIVE
P004703,C005425,V014711,THIRD_PARTY,PV-TP-V1,903000.0,11300.0,2024-12-19,2025-12-19,EXPIRED
P004704,C003819,V007845,COMPREHENSIVE,PV-COMP-V1,903000.0,32200.0,2026-04-24,2027-04-24,ACTIVE
P004705,C002645,V006443,THEFT,PV-THEFT-V1,498000.0,21100.0,2024-06-10,2025-06-10,EXPIRED
P004706,C008043,V002982,COMPREHENSIVE,PV-COMP-V2,677000.0,24200.0,2024-08-12,2025-08-12,EXPIRED
P004707,C006840,V007607,COMPREHENSIVE,PV-COMP-V2,1380000.0,58700.0,2023-11-29,2024-11-28,EXPIRED
P004708,C003483,V010798,COMPREHENSIVE,PV-COMP-V2,378000.0,14500.0,2026-08-17,2027-08-17,ACTIVE
P004709,C001777,V013098,COMPREHENSIVE,PV-COMP-V2,531000.0,14500.0,2026-01-25,2027-01-25,ACTIVE
P004710,C005436,V000244,THIRD_PARTY,PV-TP-V1,301000.0,12100.0,2024-06-12,2025-06-12,EXPIRED
P004711,C008814,V005033,COMPREHENSIVE,PV-COMP-V1,429000.0,4500.0,2025-09-23,2026-09-23,ACTIVE
P004712,C001426,V000107,COMPREHENSIVE,PV-COMP-V2,1608000.0,18000.0,2024-06-01,2025-06-01,EXPIRED
P004713,C006729,V008710,THIRD_PARTY,PV-TP-V1,632000.0,15100.0,2025-07-13,2026-07-13,EXPIRED
P004714,C001926,V006735,THIRD_PARTY,PV-TP-V1,1581000.0,66400.0,2026-06-23,2027-06-23,ACTIVE
P004715,C008527,V013258,COMMERCIAL,PV-COMM-V1,1577000.0,28000.0,2024-05-06,2025-05-06,EXPIRED
P004716,C001163,V013759,COMMERCIAL,PV-COMM-V1,452000.0,11500.0,2023-10-21,2024-10-20,EXPIRED
P004717,C007912,V013303,THIRD_PARTY,PV-TP-V1,844000.0,26600.0,2026-08-22,2027-08-22,ACTIVE
P004718,C006705,V009212,THIRD_PARTY,PV-TP-V1,487000.0,9800.0,2023-11-24,2024-11-23,EXPIRED
P004719,C004164,V012688,THEFT,PV-THEFT-V1,1218000.0,47600.0,2025-11-23,2026-11-23,ACTIVE
P004720,C002096,V009882,COMPREHENSIVE,PV-COMP-V1,438000.0,8400.0,2024-12-22,2025-12-22,EXPIRED
P004721,C001079,V004606,COMPREHENSIVE,PV-COMP-V2,486000.0,5800.0,2025-12-05,2026-12-05,ACTIVE
P004722,C007016,V008425,COMMERCIAL,PV-COMM-V1,643000.0,13500.0,2024-05-04,2025-05-04,EXPIRED
P004723,C008094,V011508,COMPREHENSIVE,PV-COMP-V1,1155000.0,34600.0,2024-07-01,2025-07-01,EXPIRED
P004724,C005352,V005287,THIRD_PARTY,PV-TP-V1,1217000.0,22100.0,2024-01-01,2024-12-31,EXPIRED
P004725,C007124,V003961,COMPREHENSIVE,PV-COMP-V2,376000.0,4600.0,2025-03-30,2026-03-30,EXPIRED
P004726,C001997,V003874,COMPREHENSIVE,PV-COMP-V1,1096000.0,20500.0,2026-04-24,2027-04-24,ACTIVE
P004727,C008462,V007855,COMPREHENSIVE,PV-COMP-V2,211000.0,6800.0,2025-06-24,2026-06-24,EXPIRED
P004728,C005682,V013605,COMPREHENSIVE,PV-COMP-V2,564000.0,17700.0,2024-04-15,2025-04-15,EXPIRED
P004729,C003946,V012757,COMPREHENSIVE,PV-COMP-V1,695000.0,20200.0,2026-09-08,2027-09-08,ACTIVE
P004730,C006540,V008247,COMPREHENSIVE,PV-COMP-V1,1350000.0,43000.0,2025-01-28,2026-01-28,EXPIRED
P004731,C007987,V008853,COMPREHENSIVE,PV-COMP-V1,514000.0,10700.0,2023-09-29,2024-09-28,EXPIRED
P004732,C009220,V013603,COMPREHENSIVE,PV-COMP-V2,918000.0,10200.0,2025-04-14,2026-04-14,EXPIRED
P004733,C000697,V011278,THIRD_PARTY,PV-TP-V1,493000.0,5000.0,2025-11-30,2026-11-30,ACTIVE
P004734,C007245,V007513,THIRD_PARTY,PV-TP-V1,744000.0,32300.0,2025-06-25,2026-06-25,EXPIRED
P004735,C004068,V013752,THEFT,PV-THEFT-V1,506000.0,11900.0,2024-04-05,2025-04-05,EXPIRED
P004736,C008804,V000030,COMMERCIAL,PV-COMM-V1,1598000.0,67800.0,2023-10-20,2024-10-19,EXPIRED
P004737,C003929,V002802,THIRD_PARTY,PV-TP-V1,422000.0,10000.0,2026-08-19,2027-08-19,ACTIVE
P004738,C003872,V006876,COMMERCIAL,PV-COMM-V1,1505000.0,69500.0,2023-11-13,2024-11-12,EXPIRED
P004739,C007245,V008117,COMPREHENSIVE,PV-COMP-V1,814000.0,27400.0,2024-07-13,2025-07-13,EXPIRED
P004740,C000896,V002923,COMMERCIAL,PV-COMM-V1,1231000.0,34600.0,2025-11-20,2026-11-20,ACTIVE
P004741,C006335,V004665,COMPREHENSIVE,PV-COMP-V2,460000.0,9900.0,2024-03-27,2025-03-27,EXPIRED
P004742,C005369,V012854,THEFT,PV-THEFT-V1,178000.0,4300.0,2023-12-15,2024-12-14,EXPIRED
P004743,C006453,V008041,COMPREHENSIVE,PV-COMP-V1,708000.0,13000.0,2024-04-24,2025-04-24,EXPIRED
P004744,C003436,V014302,COMPREHENSIVE,PV-COMP-V2,571000.0,25500.0,2025-09-23,2026-09-23,ACTIVE
P004745,C007747,V001246,COMPREHENSIVE,PV-COMP-V1,1193000.0,39400.0,2024-04-06,2025-04-06,EXPIRED
P004746,C005629,V007137,THIRD_PARTY,PV-TP-V1,1864000.0,24900.0,2026-01-26,2027-01-26,ACTIVE
P004747,C005093,V004054,COMMERCIAL,PV-COMM-V1,668000.0,15100.0,2026-05-14,2027-05-14,ACTIVE
P004748,C004516,V012984,COMPREHENSIVE,PV-COMP-V2,424000.0,20000.0,2023-10-24,2024-10-23,EXPIRED
P004749,C000074,V004413,THIRD_PARTY,PV-TP-V1,767000.0,8600.0,2024-08-28,2025-08-28,EXPIRED
P004750,C001275,V000109,THEFT,PV-THEFT-V1,1386000.0,14100.0,2025-02-04,2026-02-04,EXPIRED
P004751,C003820,V011956,THIRD_PARTY,PV-TP-V1,777000.0,9700.0,2024-01-29,2025-01-28,EXPIRED
P004752,C003920,V006302,THIRD_PARTY,PV-TP-V1,762000.0,37100.0,2025-06-09,2026-06-09,EXPIRED
P004753,C009175,V009277,COMPREHENSIVE,PV-COMP-V1,1217000.0,14800.0,2023-11-18,2024-11-17,EXPIRED
P004754,C002515,V011233,THIRD_PARTY,PV-TP-V1,485000.0,7300.0,2023-09-20,2024-09-19,EXPIRED
P004755,C002670,V010779,COMMERCIAL,PV-COMM-V1,418000.0,20100.0,2025-06-20,2026-06-20,EXPIRED
P004756,C004091,V013554,THIRD_PARTY,PV-TP-V1,664000.0,18600.0,2025-11-29,2026-11-29,ACTIVE
P004757,C000770,V008674,COMPREHENSIVE,PV-COMP-V2,473000.0,10700.0,2025-04-10,2026-04-10,EXPIRED
P004758,C002592,V004395,COMMERCIAL,PV-COMM-V1,251000.0,2800.0,2026-03-23,2027-03-23,ACTIVE
P004759,C005467,V012956,THIRD_PARTY,PV-TP-V1,855000.0,36400.0,2023-11-14,2024-11-13,EXPIRED
P004760,C000596,V012697,COMPREHENSIVE,PV-COMP-V1,643000.0,28500.0,2024-05-16,2025-05-16,EXPIRED
P004761,C000799,V011786,COMPREHENSIVE,PV-COMP-V1,711000.0,31000.0,2023-10-12,2024-10-11,EXPIRED
P004762,C009663,V010064,COMPREHENSIVE,PV-COMP-V1,1488000.0,21400.0,2026-01-17,2027-01-17,ACTIVE
P004763,C005981,V004349,COMPREHENSIVE,PV-COMP-V2,450000.0,5200.0,2025-05-06,2026-05-06,EXPIRED
P004764,C003317,V011219,COMPREHENSIVE,PV-COMP-V2,1525000.0,36500.0,2024-03-29,2025-03-29,EXPIRED
P004765,C002285,V014209,COMPREHENSIVE,PV-COMP-V2,275000.0,5500.0,2026-04-21,2027-04-21,ACTIVE
P004766,C009385,V007477,COMPREHENSIVE,PV-COMP-V1,1600000.0,61800.0,2026-04-21,2027-04-21,ACTIVE
P004767,C000464,V007255,COMPREHENSIVE,PV-COMP-V1,1328000.0,41700.0,2024-08-04,2025-08-04,EXPIRED
P004768,C006295,V007841,COMPREHENSIVE,PV-COMP-V1,497000.0,24500.0,2025-10-10,2026-10-10,ACTIVE
P004769,C005451,V005002,COMPREHENSIVE,PV-COMP-V1,813000.0,37400.0,2024-01-29,2025-01-28,EXPIRED
P004770,C006234,V005611,COMPREHENSIVE,PV-COMP-V1,439000.0,17900.0,2026-06-04,2027-06-04,ACTIVE
P004771,C006019,V006368,THEFT,PV-THEFT-V1,562000.0,20200.0,2025-07-27,2026-07-27,EXPIRED
P004772,C000720,V000974,COMPREHENSIVE,PV-COMP-V1,1880000.0,78600.0,2025-05-04,2026-05-04,EXPIRED
P004773,C000261,V005000,THIRD_PARTY,PV-TP-V1,403000.0,17400.0,2025-10-19,2026-10-19,ACTIVE
P004774,C008488,V004300,THIRD_PARTY,PV-TP-V1,716000.0,11300.0,2024-05-27,2025-05-27,EXPIRED
P004775,C005060,V005020,COMPREHENSIVE,PV-COMP-V1,942000.0,20000.0,2026-01-17,2027-01-17,ACTIVE
P004776,C007983,V003654,COMPREHENSIVE,PV-COMP-V2,1694000.0,49500.0,2025-01-08,2026-01-08,EXPIRED
P004777,C007872,V012227,THIRD_PARTY,PV-TP-V1,223000.0,8600.0,2025-10-21,2026-10-21,ACTIVE
P004778,C007341,V010243,THEFT,PV-THEFT-V1,457000.0,15300.0,2026-01-04,2027-01-04,ACTIVE
P004779,C006480,V003089,THIRD_PARTY,PV-TP-V1,285000.0,4200.0,2025-08-14,2026-08-14,EXPIRED
P004780,C002556,V005457,THEFT,PV-THEFT-V1,651000.0,30000.0,2026-07-24,2027-07-24,ACTIVE
P004781,C004995,V005663,COMMERCIAL,PV-COMM-V1,1384000.0,35400.0,2025-10-05,2026-10-05,ACTIVE
P004782,C000014,V008702,COMPREHENSIVE,PV-COMP-V1,383000.0,16300.0,2025-01-29,2026-01-29,EXPIRED
P004783,C000227,V005806,COMPREHENSIVE,PV-COMP-V1,657000.0,23400.0,2025-10-04,2026-10-04,ACTIVE
P004784,C007365,V014082,COMPREHENSIVE,PV-COMP-V2,438000.0,18400.0,2023-10-03,2024-10-02,EXPIRED
P004785,C009104,V000011,COMPREHENSIVE,PV-COMP-V2,925000.0,25800.0,2024-11-14,2025-11-14,EXPIRED
P004786,C008137,V002648,COMPREHENSIVE,PV-COMP-V1,1077000.0,45000.0,2025-02-03,2026-02-03,EXPIRED
P004787,C002196,V011784,COMPREHENSIVE,PV-COMP-V1,503000.0,12000.0,2025-10-08,2026-10-08,ACTIVE
P004788,C000375,V001427,COMPREHENSIVE,PV-COMP-V1,764000.0,29400.0,2023-10-25,2024-10-24,EXPIRED
P004789,C008563,V012100,COMPREHENSIVE,PV-COMP-V1,1106000.0,46200.0,2026-01-07,2027-01-07,ACTIVE
