vehicle_id,customer_id,make,model,manufacture_year,registration_number,vehicle_value
V007730,C009664,Tata,Punch,2014,REG-V-007730,497000.0
V007731,C003065,Volkswagen,Polo,2021,REG-V-007731,791000.0
V007732,C007300,Toyota,Fortuner,2020,REG-V-007732,1879000.0
V007733,C001432,Toyota,Fortuner,2019,REG-V-007733,2163000.0
V007734,C006255,Volkswagen,Polo,2022,REG-V-007734,1376000.0
V007735,C005858,Tata,Nexon,2012,REG-V-007735,295000.0
V007736,C009089,Tata,Nexon,2017,REG-V-007736,369000.0
V007737,C007217,Tata,Punch,2018,REG-V-007737,448000.0
V007738,C001202,Toyota,Innova,2013,REG-V-007738,1063000.0
V007739,C004064,Tata,Punch,2018,REG-V-007739,899000.0
V007740,C000008,Honda,Civic,2017,REG-V-007740,504000.0
V007741,C002430,Mahindra,XUV300,2021,REG-V-007741,1493000.0
V007742,C009709,Mahindra,XUV300,2019,REG-V-007742,1432000.0
V007743,C004582,Honda,Amaze,2014,REG-V-007743,535000.0
V007744,C008718,Tata,Tiago,2014,REG-V-007744,476000.0
V007745,C000252,Maruti Suzuki,Brezza,2015,REG-V-007745,217000.0
V007746,C008855,Toyota,Glanza,2021,REG-V-007746,2509000.0
V007747,C008952,Volkswagen,Polo,2022,REG-V-007747,887000.0
V007748,C006571,Toyota,Fortuner,2023,REG-V-007748,1551000.0
V007749,C001156,Toyota,Fortuner,2020,REG-V-007749,1457000.0
V007750,C008809,Toyota,Fortuner,2024,REG-V-007750,3154000.0
V007751,C009049,Tata,Punch,2016,REG-V-007751,624000.0
V007752,C002018,Tata,Tiago,2015,REG-V-007752,381000.0
V007753,C009421,Hyundai,i20,2012,REG-V-007753,452000.0
V007754,C008868,Maruti Suzuki,Swift,2016,REG-V-007754,247000.0
V007755,C002058,Honda,Civic,2012,REG-V-007755,388000.0
V007756,C003953,Tata,Tiago,2019,REG-V-007756,982000.0
V007757,C003356,Volkswagen,Taigun,2019,REG-V-007757,1101000.0
V007758,C005030,Tata,Harrier,2019,REG-V-007758,808000.0
V007759,C008950,Kia,Sonet,2023,REG-V-007759,1642000.0
V007760,C008793,Hyundai,Venue,2019,REG-V-007760,653000.0
V007761,C001751,Honda,Civic,2022,REG-V-007761,1364000.0
V007762,C005550,Honda,Civic,2013,REG-V-007762,325000.0
V007763,C005381,Volkswagen,Virtus,2016,REG-V-007763,469000.0
V007764,C004525,Tata,Punch,2012,REG-V-007764,534000.0
V007765,C007198,Mahindra,XUV300,2018,REG-V-007765,1326000.0
V007766,C006503,Toyota,Fortuner,2023,REG-V-007766,2751000.0
V007767,C002749,Honda,City,2022,REG-V-007767,1192000.0
V007768,C003479,Maruti Suzuki,Brezza,2025,REG-V-007768,976000.0
V007769,C008943,Mahindra,XUV700,2017,REG-V-007769,465000.0
V007770,C003240,Volkswagen,Virtus,2019,REG-V-007770,1183000.0
V007771,C004458,Hyundai,Venue,2020,REG-V-007771,609000.0
V007772,C009732,Mahindra,XUV300,2025,REG-V-007772,930000.0
V007773,C008617,Tata,Altroz,2016,REG-V-007773,293000.0
V007774,C007032,Maruti Suzuki,Ertiga,2015,REG-V-007774,201000.0
V007775,C003028,Kia,Seltos,2015,REG-V-007775,824000.0
V007776,C006326,Hyundai,i10,2012,REG-V-007776,438000.0
V007777,C006468,Toyota,Glanza,2024,REG-V-007777,1918000.0
V007778,C004131,Kia,Sonet,2014,REG-V-007778,370000.0
V007779,C000367,Maruti Suzuki,Swift,2022,REG-V-007779,669000.0
V007780,C003674,Toyota,Glanza,2023,REG-V-007780,2748000.0
V007781,C005116,Tata,Tiago,2014,REG-V-007781,523000.0
V007782,C009513,Hyundai,i10,2013,REG-V-007782,522000.0
V007783,C007331,Toyota,Fortuner,2014,REG-V-007783,984000.0
V007784,C001083,Mahindra,XUV700,2019,REG-V-007784,1165000.0
V007785,C003001,Volkswagen,Taigun,2022,REG-V-007785,1431000.0
V007786,C005256,Tata,Nexon,2017,REG-V-007786,331000.0
V007787,C004533,Kia,Sonet,2023,REG-V-007787,1230000.0
V007788,C000055,Hyundai,i10,2013,REG-V-007788,492000.0
V007789,C009383,Maruti Suzuki,Dzire,2012,REG-V-007789,311000.0
V007790,C009089,Maruti Suzuki,Dzire,2025,REG-V-007790,508000.0
V007791,C009271,Kia,Sonet,2014,REG-V-007791,330000.0
V007792,C004313,Volkswagen,Polo,2024,REG-V-007792,1857000.0
V007793,C008370,Hyundai,Creta,2012,REG-V-007793,556000.0
V007794,C007134,Honda,Amaze,2012,REG-V-007794,426000.0
V007795,C005148,Kia,Seltos,2013,REG-V-007795,611000.0
V007796,C000784,Mahindra,Bolero,2024,REG-V-007796,1123000.0
V007797,C001677,Kia,Sonet,2014,REG-V-007797,443000.0
V007798,C002406,Mahindra,XUV700,2024,REG-V-007798,1136000.0
V007799,C009011,Mahindra,XUV700,2024,REG-V-007799,2150000.0
V007800,C006703,Tata,Tiago,2021,REG-V-007800,1210000.0
V007801,C009825,Tata,Altroz,2021,REG-V-007801,908000.0
V007802,C005717,Volkswagen,Taigun,2024,REG-V-007802,1730000.0
V007803,C000865,Honda,Amaze,2018,REG-V-007803,1056000.0
V007804,C004816,Maruti Suzuki,Ertiga,2018,REG-V-007804,529000.0
V007805,C001117,Mahindra,Scorpio,2017,REG-V-007805,798000.0
V007806,C009065,Tata,Nexon,2016,REG-V-007806,583000.0
V007807,C002781,Toyota,Glanza,2024,REG-V-007807,2285000.0
V007808,C001983,Toyota,Glanza,2016,REG-V-007808,1081000.0
V007809,C005148,Mahindra,XUV700,2025,REG-V-007809,2257000.0
V007810,C008125,Mahindra,Scorpio,2015,REG-V-007810,781000.0
V007811,C005136,Hyundai,Creta,2014,REG-V-007811,339000.0
V007812,C000393,Volkswagen,Polo,2024,REG-V-007812,1549000.0
V007813,C007495,Maruti Suzuki,Brezza,2018,REG-V-007813,485000.0
V007814,C000348,Mahindra,XUV700,2018,REG-V-007814,1005000.0
V007815,C006087,Kia,Seltos,2018,REG-V-007815,917000.0
V007816,C006217,Volkswagen,Virtus,2020,REG-V-007816,748000.0
V007817,C002093,Kia,Sonet,2024,REG-V-007817,1054000.0
V007818,C004479,Hyundai,Verna,2019,REG-V-007818,564000.0
V007819,C000062,Tata,Altroz,2019,REG-V-007819,647000.0
V007820,C002829,Honda,City,2021,REG-V-007820,1139000.0
V007821,C006243,Maruti Suzuki,Dzire,2018,REG-V-007821,390000.0
V007822,C002834,Volkswagen,Virtus,2022,REG-V-007822,1445000.0
V007823,C000494,Volkswagen,Polo,2018,REG-V-007823,518000.0
V007824,C006790,Honda,City,2016,REG-V-007824,526000.0
V007825,C007488,Tata,Altroz,2016,REG-V-007825,284000.0
V007826,C008660,Hyundai,Creta,2012,REG-V-007826,486000.0
V007827,C008804,Maruti Suzuki,Swift,2014,REG-V-007827,217000.0
V007828,C005010,Mahindra,Bolero,2015,REG-V-007828,961000.0
V007829,C004089,Volkswagen,Taigun,2015,REG-V-007829,796000.0
V007830,C005900,Mahindra,XUV700,2024,REG-V-007830,2233000.0
V007831,C007990,Hyundai,i20,2021,REG-V-007831,1148000.0
V007832,C004791,Hyundai,i10,2020,REG-V-007832,800000.0
V007833,C009955,Mahindra,Bolero,2020,REG-V-007833,1360000.0
V007834,C006428,Mahindra,Bolero,2014,REG-V-007834,383000.0
V007835,C003063,Mahindra,Scorpio,2023,REG-V-007835,1390000.0
V007836,C008000,Kia,Seltos,2024,REG-V-007836,1464000.0
V007837,C001497,Mahindra,XUV300,2019,REG-V-007837,993000.0
V007838,C009391,Volkswagen,Virtus,2019,REG-V-007838,1077000.0
V007839,C003396,Mahindra,XUV700,2017,REG-V-007839,1155000.0
V007840,C006887,Hyundai,i10,2024,REG-V-007840,866000.0
V007841,C006295,Hyundai,Creta,2018,REG-V-007841,526000.0
V007842,C000964,Kia,Carens,2024,REG-V-007842,964000.0
V007843,C007271,Toyota,Innova,2014,REG-V-007843,505000.0
V007844,C003104,Maruti Suzuki,Swift,2015,REG-V-007844,353000.0
V007845,C003819,Kia,Seltos,2022,REG-V-007845,1056000.0
V007846,C000973,Volkswagen,Polo,2019,REG-V-007846,1044000.0
V007847,C008153,Honda,City,2021,REG-V-007847,740000.0
V007848,C008637,Mahindra,Scorpio,2023,REG-V-007848,1526000.0
V007849,C001349,Kia,Seltos,2012,REG-V-007849,350000.0
V007850,C008173,Mahindra,XUV700,2025,REG-V-007850,1665000.0
V007851,C009031,Maruti Suzuki,Baleno,2021,REG-V-007851,558000.0
V007852,C000983,Tata,Harrier,2022,REG-V-007852,955000.0
V007853,C009976,Honda,Amaze,2021,REG-V-007853,1270000.0
V007854,C000046,Maruti Suzuki,Swift,2019,REG-V-007854,501000.0
V007855,C008462,Maruti Suzuki,Baleno,2014,REG-V-007855,246000.0
V007856,C005620,Maruti Suzuki,Ertiga,2023,REG-V-007856,692000.0
V007857,C009579,Kia,Seltos,2018,REG-V-007857,760000.0
V007858,C003378,Toyota,Fortuner,2015,REG-V-007858,1234000.0
V007859,C003613,Kia,Seltos,2025,REG-V-007859,1752000.0
V007860,C008441,Toyota,Innova,2012,REG-V-007860,1053000.0
V007861,C007157,Kia,Seltos,2014,REG-V-007861,442000.0
V007862,C006044,Kia,Carens,2014,REG-V-007862,374000.0
V007863,C006489,Toyota,Fortuner,2020,REG-V-007863,1621000.0
V007864,C006866,Tata,Punch,2023,REG-V-007864,606000.0
V007865,C000497,Tata,Punch,2015,REG-V-007865,539000.0
V007866,C001175,Maruti Suzuki,Baleno,2020,REG-V-007866,676000.0
V007867,C001812,Toyota,Glanza,2018,REG-V-007867,906000.0
V007868,C001762,Mahindra,XUV700,2023,REG-V-007868,763000.0
V007869,C008468,Toyota,Glanza,2023,REG-V-007869,1494000.0
V007870,C003960,Kia,Carens,2016,REG-V-007870,547000.0
V007871,C004931,Mahindra,XUV300,2020,REG-V-007871,1066000.0
V007872,C000904,Honda,City,2019,REG-V-007872,1003000.0
V007873,C008752,Maruti Suzuki,Ertiga,2016,REG-V-007873,481000.0
V007874,C000104,Mahindra,XUV700,2015,REG-V-007874,511000.0
V007875,C000849,Tata,Altroz,2019,REG-V-007875,844000.0
V007876,C008166,Hyundai,i20,2025,REG-V-007876,1051000.0
V007877,C001309,Mahindra,XUV700,2019,REG-V-007877,1001000.0
V007878,C007995,Volkswagen,Taigun,2013,REG-V-007878,490000.0
V007879,C003507,Tata,Nexon,2020,REG-V-007879,440000.0
V007880,C007833,Maruti Suzuki,Dzire,2018,REG-V-007880,434000.0
V007881,C000519,Tata,Altroz,2024,REG-V-007881,1453000.0
V007882,C003404,Toyota,Fortuner,2024,REG-V-007882,1464000.0
V007883,C004847,Honda,City,2022,REG-V-007883,710000.0
V007884,C006302,Mahindra,Bolero,2017,REG-V-007884,506000.0
V007885,C008398,Kia,Sonet,2022,REG-V-007885,1560000.0
V007886,C002466,Honda,Civic,2021,REG-V-007886,944000.0
V007887,C006631,Maruti Suzuki,Dzire,2018,REG-V-007887,356000.0
V007888,C001507,Toyota,Glanza,2022,REG-V-007888,1883000.0
V007889,C008015,Honda,Amaze,2022,REG-V-007889,788000.0
V007890,C009368,Maruti Suzuki,Swift,2020,REG-V-007890,634000.0
V007891,C000490,Hyundai,Creta,2020,REG-V-007891,981000.0
V007892,C000806,Volkswagen,Virtus,2019,REG-V-007892,1026000.0
V007893,C007946,Kia,Sonet,2018,REG-V-007893,550000.0
V007894,C008859,Tata,Punch,2023,REG-V-007894,962000.0
V007895,C006522,Honda,Civic,2020,REG-V-007895,613000.0
V007896,C004640,Tata,Nexon,2013,REG-V-007896,276000.0
V007897,C007761,Mahindra,Bolero,2013,REG-V-007897,860000.0
V007898,C002986,Maruti Suzuki,Ertiga,2021,REG-V-007898,503000.0
V007899,C009923,Tata,Harrier,2012,REG-V-007899,239000.0
V007900,C008526,Volkswagen,Virtus,2017,REG-V-007900,691000.0
V007901,C008931,Toyota,Glanza,2022,REG-V-007901,2642000.0
V007902,C008593,Volkswagen,Virtus,2017,REG-V-007902,993000.0
V007903,C009364,Maruti Suzuki,Dzire,2025,REG-V-007903,999000.0
V007904,C000672,Mahindra,Bolero,2015,REG-V-007904,1002000.0
V007905,C009137,Toyota,Fortuner,2016,REG-V-007905,1182000.0
V007906,C002508,Kia,Seltos,2015,REG-V-007906,749000.0
V007907,C003596,Volkswagen,Polo,2019,REG-V-007907,663000.0
V007908,C003713,Hyundai,i20,2023,REG-V-007908,1239000.0
V007909,C002347,Mahindra,Bolero,2014,REG-V-007909,577000.0
V007910,C004416,Tata,Punch,2014,REG-V-007910,212000.0
V007911,C005096,Volkswagen,Taigun,2015,REG-V-007911,393000.0
V007912,C001479,Hyundai,Verna,2013,REG-V-007912,537000.0
V007913,C003599,Toyota,Fortuner,2012,REG-V-007913,448000.0
V007914,C003479,Mahindra,Bolero,2019,REG-V-007914,1426000.0
V007915,C006794,Toyota,Innova,2014,REG-V-007915,713000.0
V007916,C005855,Tata,Harrier,2024,REG-V-007916,1244000.0
V007917,C007213,Volkswagen,Taigun,2019,REG-V-007917,990000.0
V007918,C007917,Honda,Civic,2019,REG-V-007918,723000.0
V007919,C006715,Mahindra,Scorpio,2017,REG-V-007919,470000.0
V007920,C002433,Hyundai,i10,2025,REG-V-007920,1476000.0
V007921,C005070,Kia,Carens,2017,REG-V-007921,468000.0
V007922,C004702,Hyundai,Verna,2014,REG-V-007922,520000.0
V007923,C000765,Hyundai,i20,2018,REG-V-007923,740000.0
V007924,C008997,Hyundai,Venue,2018,REG-V-007924,722000.0
V007925,C000920,Toyota,Fortuner,2025,REG-V-007925,3278000.0
V007926,C009765,Toyota,Innova,2015,REG-V-007926,617000.0
V007927,C000328,Mahindra,Scorpio,2016,REG-V-007927,824000.0
V007928,C007351,Toyota,Glanza,2019,REG-V-007928,1515000.0
V007929,C002860,Kia,Sonet,2023,REG-V-007929,806000.0
V007930,C009095,Volkswagen,Polo,2025,REG-V-007930,1516000.0
V007931,C008288,Mahindra,XUV700,2019,REG-V-007931,1221000.0
V007932,C000267,Maruti Suzuki,Ertiga,2021,REG-V-007932,589000.0
V007933,C000233,Kia,Sonet,2022,REG-V-007933,1317000.0
V007934,C006073,Tata,Tiago,2024,REG-V-007934,985000.0
V007935,C001486,Maruti Suzuki,Ertiga,2012,REG-V-007935,269000.0
V007936,C000143,Maruti Suzuki,Swift,2022,REG-V-007936,784000.0
V007937,C009676,Kia,Sonet,2025,REG-V-007937,1021000.0
V007938,C006372,Toyota,Fortuner,2016,REG-V-007938,1321000.0
V007939,C000109,Mahindra,XUV300,2020,REG-V-007939,1826000.0
V007940,C004946,Maruti Suzuki,Ertiga,2025,REG-V-007940,579000.0
V007941,C001572,Mahindra,XUV700,2012,REG-V-007941,953000.0
V007942,C008110,Tata,Tiago,2018,REG-V-007942,547000.0
V007943,C000304,Mahindra,XUV300,2020,REG-V-007943,1801000.0
V007944,C003717,Hyundai,Verna,2023,REG-V-007944,873000.0
V007945,C002404,Toyota,Glanza,2013,REG-V-007945,948000.0
V007946,C009808,Kia,Carens,2022,REG-V-007946,1209000.0
V007947,C000793,Volkswagen,Taigun,2016,REG-V-007947,894000.0
V007948,C007255,Kia,Sonet,2023,REG-V-007948,1751000.0
V007949,C004820,Hyundai,i20,2025,REG-V-007949,1046000.0
V007950,C008213,Tata,Altroz,2015,REG-V-007950,662000.0
V007951,C002162,Volkswagen,Polo,2018,REG-V-007951,855000.0
V007952,C008596,Honda,City,2024,REG-V-007952,1032000.0
V007953,C009513,Kia,Carens,2024,REG-V-007953,990000.0
V007954,C002148,Tata,Harrier,2015,REG-V-007954,655000.0
V007955,C002446,Volkswagen,Polo,2017,REG-V-007955,631000.0
V007956,C009638,Maruti Suzuki,Dzire,2019,REG-V-007956,439000.0
V007957,C004371,Maruti Suzuki,Swift,2023,REG-V-007957,764000.0
V007958,C008390,Tata,Tiago,2018,REG-V-007958,721000.0
V007959,C008462,Maruti Suzuki,Brezza,2015,REG-V-007959,388000.0
V007960,C003097,Mahindra,Bolero,2016,REG-V-007960,842000.0
V007961,C001785,Mahindra,Scorpio,2021,REG-V-007961,807000.0
V007962,C003674,Honda,Civic,2019,REG-V-007962,877000.0
V007963,C005963,Hyundai,Venue,2017,REG-V-007963,454000.0
V007964,C005018,Hyundai,Venue,2017,REG-V-007964,598000.0
V007965,C007424,Mahindra,Scorpio,2016,REG-V-007965,905000.0
V007966,C005528,Mahindra,Bolero,2013,REG-V-007966,464000.0
V007967,C008112,Maruti Suzuki,Ertiga,2019,REG-V-007967,433000.0
V007968,C001049,Toyota,Fortuner,2014,REG-V-007968,1258000.0
V007969,C004419,Tata,Harrier,2024,REG-V-007969,1304000.0
V007970,C000168,Hyundai,Creta,2015,REG-V-007970,371000.0
V007971,C001202,Maruti Suzuki,Brezza,2025,REG-V-007971,738000.0
V007972,C003295,Volkswagen,Taigun,2020,REG-V-007972,893000.0
V007973,C009066,Tata,Altroz,2021,REG-V-007973,1062000.0
V007974,C003811,Mahindra,Scorpio,2012,REG-V-007974,381000.0
V007975,C002733,Maruti Suzuki,Ertiga,2013,REG-V-007975,373000.0
V007976,C006753,Toyota,Innova,2013,REG-V-007976,1321000.0
V007977,C007084,Volkswagen,Polo,2016,REG-V-007977,890000.0
V007978,C004847,Maruti Suzuki,Ertiga,2019,REG-V-007978,413000.0
V007979,C002872,Mahindra,Bolero,2018,REG-V-007979,1556000.0
V007980,C003005,Honda,City,2022,REG-V-007980,1214000.0
V007981,C001859,Kia,Seltos,2014,REG-V-007981,678000.0
V007982,C003635,Maruti Suzuki,Ertiga,2012,REG-V-007982,199000.0
V007983,C001682,Tata,Harrier,2012,REG-V-007983,382000.0
V007984,C006474,Kia,Seltos,2020,REG-V-007984,1451000.0
V007985,C009001,Tata,Punch,2013,REG-V-007985,303000.0
V007986,C002558,Maruti Suzuki,Baleno,2018,REG-V-007986,541000.0
V007987,C002440,Toyota,Fortuner,2015,REG-V-007987,1055000.0
V007988,C009032,Toyota,Glanza,2018,REG-V-007988,904000.0
V007989,C005734,Kia,Seltos,2018,REG-V-007989,701000.0
V007990,C007352,Hyundai,Verna,2014,REG-V-007990,306000.0
V007991,C008950,Honda,Amaze,2014,REG-V-007991,403000.0
V007992,C006697,Honda,City,2015,REG-V-007992,412000.0
V007993,C007488,Kia,Carens,2019,REG-V-007993,1085000.0
V007994,C003878,Honda,Civic,2017,REG-V-007994,497000.0
V007995,C009409,Mahindra,XUV300,2013,REG-V-007995,559000.0
V007996,C007088,Maruti Suzuki,Swift,2020,REG-V-007996,602000.0
V007997,C000740,Tata,Harrier,2025,REG-V-007997,1111000.0
V007998,C005990,Kia,Seltos,2023,REG-V-007998,1019000.0
V007999,C000949,Mahindra,Scorpio,2023,REG-V-007999,1669000.0
V008000,C005261,Maruti Suzuki,Swift,2017,REG-V-008000,459000.0
V008001,C000897,Maruti Suzuki,Ertiga,2022,REG-V-008001,675000.0
V008002,C006314,Honda,Civic,2022,REG-V-008002,1355000.0
V008003,C004587,Tata,Nexon,2020,REG-V-008003,1146000.0
V008004,C005572,Toyota,Innova,2015,REG-V-008004,1120000.0
V008005,C006528,Honda,City,2018,REG-V-008005,920000.0
V008006,C002523,Kia,Seltos,2025,REG-V-008006,1709000.0
V008007,C003178,Mahindra,Scorpio,2019,REG-V-008007,1464000.0
V008008,C004854,Toyota,Innova,2022,REG-V-008008,1175000.0
V008009,C005716,Tata,Punch,2013,REG-V-008009,252000.0
V008010,C009269,Mahindra,Bolero,2021,REG-V-008010,1842000.0
V008011,C003523,Kia,Sonet,2021,REG-V-008011,1457000.0
V008012,C005961,Hyundai,Venue,2018,REG-V-008012,811000.0
V008013,C009259,Volkswagen,Polo,2020,REG-V-008013,604000.0
V008014,C007229,Hyundai,i20,2018,REG-V-008014,837000.0
V008015,C003266,Kia,Sonet,2020,REG-V-008015,625000.0
V008016,C004166,Maruti Suzuki,Ertiga,2022,REG-V-008016,433000.0
V008017,C008841,Volkswagen,Polo,2019,REG-V-008017,737000.0
V008018,C004410,Mahindra,Scorpio,2018,REG-V-008018,925000.0
V008019,C002537,Maruti Suzuki,Baleno,2017,REG-V-008019,376000.0
V008020,C005269,Tata,Tiago,2014,REG-V-008020,611000.0
V008021,C001864,Volkswagen,Polo,2013,REG-V-008021,438000.0
V008022,C005869,Mahindra,Bolero,2015,REG-V-008022,718000.0
V008023,C009919,Kia,Carens,2017,REG-V-008023,567000.0
V008024,C009691,Maruti Suzuki,Ertiga,2022,REG-V-008024,555000.0
V008025,C006185,Hyundai,i10,2022,REG-V-008025,1117000.0
V008026,C008921,Hyundai,i20,2020,REG-V-008026,571000.0
V008027,C008197,Volkswagen,Polo,2018,REG-V-008027,698000.0
V008028,C009516,Volkswagen,Taigun,2015,REG-V-008028,443000.0
V008029,C008782,Maruti Suzuki,Baleno,2013,REG-V-008029,275000.0
V008030,C009049,Toyota,Glanza,2023,REG-V-008030,1430000.0
V008031,C002314,Hyundai,Verna,2023,REG-V-008031,612000.0
V008032,C001575,Volkswagen,Taigun,2022,REG-V-008032,959000.0
V008033,C000458,Volkswagen,Virtus,2021,REG-V-008033,909000.0
V008034,C006638,Maruti Suzuki,Ertiga,2013,REG-V-008034,224000.0
V008035,C009371,Honda,City,2013,REG-V-008035,628000.0
V008036,C009945,Volkswagen,Taigun,2021,REG-V-008036,935000.0
V008037,C008564,Mahindra,XUV300,2015,REG-V-008037,952000.0
V008038,C008357,Volkswagen,Virtus,2021,REG-V-008038,939000.0
V008039,C005227,Maruti Suzuki,Brezza,2021,REG-V-008039,638000.0
V008040,C004544,Honda,City,2014,REG-V-008040,323000.0
V008041,C006453,Maruti Suzuki,Brezza,2022,REG-V-008041,711000.0
V008042,C000241,Toyota,Innova,2012,REG-V-008042,804000.0
V008043,C008005,Tata,Punch,2023,REG-V-008043,988000.0
V008044,C006614,Kia,Sonet,2017,REG-V-008044,552000.0
V008045,C001699,Honda,Amaze,2015,REG-V-008045,666000.0
V008046,C006405,Tata,Tiago,2023,REG-V-008046,881000.0
V008047,C006033,Volkswagen,Virtus,2023,REG-V-008047,1130000.0
V008048,C007949,Volkswagen,Virtus,2020,REG-V-008048,711000.0
V008049,C008414,Tata,Harrier,2023,REG-V-008049,744000.0
V008050,C002552,Hyundai,Verna,2015,REG-V-008050,445000.0
V008051,C008191,Maruti Suzuki,Baleno,2025,REG-V-008051,727000.0
V008052,C001823,Kia,Carens,2012,REG-V-008052,515000.0
V008053,C003958,Maruti Suzuki,Swift,2018,REG-V-008053,325000.0
V008054,C004967,Hyundai,i20,2023,REG-V-008054,907000.0
V008055,C008109,Tata,Nexon,2022,REG-V-008055,656000.0
V008056,C009064,Toyota,Innova,2022,REG-V-008056,2846000.0
V008057,C000182,Toyota,Innova,2024,REG-V-008057,2716000.0
V008058,C007432,Tata,Nexon,2020,REG-V-008058,1068000.0
V008059,C008826,Honda,Amaze,2018,REG-V-008059,972000.0
V008060,C009548,Hyundai,Venue,2014,REG-V-008060,271000.0
V008061,C002686,Kia,Carens,2019,REG-V-008061,818000.0
V008062,C001728,Toyota,Glanza,2015,REG-V-008062,561000.0
V008063,C005039,Toyota,Fortuner,2013,REG-V-008063,1039000.0
V008064,C009063,Kia,Sonet,2022,REG-V-008064,1309000.0
V008065,C003142,Mahindra,XUV700,2014,REG-V-008065,339000.0
V008066,C005091,Honda,Amaze,2013,REG-V-008066,376000.0
V008067,C009958,Toyota,Glanza,2017,REG-V-008067,1199000.0
V008068,C004584,Hyundai,Creta,2024,REG-V-008068,1166000.0
V008069,C006323,Tata,Nexon,2015,REG-V-008069,602000.0
V008070,C009958,Honda,Civic,2018,REG-V-008070,626000.0
V008071,C003681,Mahindra,Bolero,2012,REG-V-008071,657000.0
V008072,C002729,Honda,Amaze,2013,REG-V-008072,632000.0
V008073,C002817,Volkswagen,Taigun,2025,REG-V-008073,1182000.0
V008074,C006218,Tata,Punch,2014,REG-V-008074,456000.0
V008075,C001622,Maruti Suzuki,Swift,2014,REG-V-008075,374000.0
V008076,C001642,Toyota,Fortuner,2014,REG-V-008076,626000.0
V008077,C002611,Honda,City,2017,REG-V-008077,900000.0
V008078,C005446,Tata,Punch,2012,REG-V-008078,477000.0
V008079,C008483,Tata,Punch,2014,REG-V-008079,282000.0
V008080,C005340,Tata,Punch,2023,REG-V-008080,1325000.0
V008081,C007905,Kia,Seltos,2015,REG-V-008081,569000.0
V008082,C009582,Toyota,Glanza,2012,REG-V-008082,698000.0
V008083,C007462,Kia,Seltos,2021,REG-V-008083,1074000.0
V008084,C006473,Kia,Sonet,2023,REG-V-008084,1803000.0
V008085,C000083,Hyundai,Venue,2019,REG-V-008085,969000.0
V008086,C004498,Toyota,Fortuner,2014,REG-V-008086,469000.0
V008087,C002687,Tata,Harrier,2013,REG-V-008087,600000.0
V008088,C005154,Honda,City,2018,REG-V-008088,753000.0
V008089,C009522,Honda,Amaze,2018,REG-V-008089,1007000.0
V008090,C003188,Honda,Amaze,2020,REG-V-008090,1137000.0
V008091,C001601,Mahindra,XUV700,2018,REG-V-008091,1536000.0
V008092,C008306,Volkswagen,Taigun,2025,REG-V-008092,1965000.0
V008093,C009908,Volkswagen,Taigun,2021,REG-V-008093,711000.0
V008094,C007874,Mahindra,XUV700,2015,REG-V-008094,946000.0
V008095,C001389,Maruti Suzuki,Baleno,2013,REG-V-008095,298000.0
V008096,C005545,Toyota,Fortuner,2020,REG-V-008096,1449000.0
V008097,C004070,Tata,Tiago,2017,REG-V-008097,770000.0
V008098,C006376,Hyundai,Creta,2012,REG-V-008098,509000.0
V008099,C006735,Kia,Carens,2019,REG-V-008099,650000.0
V008100,C008125,Volkswagen,Taigun,2023,REG-V-008100,1061000.0
V008101,C002423,Hyundai,Creta,2012,REG-V-008101,471000.0
V008102,C009646,Hyundai,i10,2025,REG-V-008102,1216000.0
V008103,C002165,Honda,City,2021,REG-V-008103,827000.0
V008104,C001241,Honda,Amaze,2012,REG-V-008104,584000.0
V008105,C008337,Volkswagen,Polo,2021,REG-V-008105,1025000.0
V008106,C004670,Mahindra,Scorpio,2013,REG-V-008106,516000.0
V008107,C004940,Toyota,Innova,2012,REG-V-008107,1027000.0
V008108,C003171,Mahindra,XUV300,2024,REG-V-008108,1285000.0
V008109,C000481,Hyundai,i20,2018,REG-V-008109,802000.0
V008110,C001940,Honda,City,2019,REG-V-008110,1134000.0
V008111,C007689,Tata,Nexon,2025,REG-V-008111,1319000.0
V008112,C002269,Mahindra,Bolero,2015,REG-V-008112,512000.0
V008113,C009932,Volkswagen,Virtus,2025,REG-V-008113,1230000.0
V008114,C007935,Tata,Harrier,2022,REG-V-008114,553000.0
V008115,C008533,Tata,Altroz,2016,REG-V-008115,364000.0
V008116,C008783,Honda,City,2021,REG-V-008116,923000.0
V008117,C007245,Hyundai,i20,2025,REG-V-008117,934000.0
V008118,C004698,Toyota,Innova,2015,REG-V-008118,965000.0
V008119,C009209,Volkswagen,Virtus,2020,REG-V-008119,999000.0
V008120,C004292,Mahindra,XUV300,2019,REG-V-008120,1220000.0
V008121,C000963,Mahindra,XUV300,2022,REG-V-008121,1685000.0
V008122,C006000,Maruti Suzuki,Ertiga,2012,REG-V-008122,229000.0
V008123,C001059,Hyundai,Verna,2018,REG-V-008123,405000.0
V008124,C006591,Tata,Punch,2019,REG-V-008124,692000.0
V008125,C009977,Tata,Tiago,2024,REG-V-008125,832000.0
V008126,C006799,Volkswagen,Virtus,2023,REG-V-008126,1267000.0
V008127,C002113,Toyota,Fortuner,2018,REG-V-008127,1890000.0
V008128,C001383,Maruti Suzuki,Brezza,2020,REG-V-008128,719000.0
V008129,C003567,Toyota,Glanza,2014,REG-V-008129,1200000.0
V008130,C001449,Honda,Amaze,2016,REG-V-008130,793000.0
