claim_id,policy_id,customer_id,vehicle_id,repair_shop_id,incident_date,claim_date,claim_type,claim_amount,description,previous_claim_count,days_since_previous_claim,customer_claim_frequency,customer_avg_claim_amount_prior,repair_shop_claim_count_prior,policy_age_days,claim_amount_vs_vehicle_value,claim_amount_vs_customer_average,investigation_probability_synthetic,investigation_label,repair_shop_investigation_rate_prior,investigation_status,status
CL024103,P004034,C003915,V009573,RS00091,2025-08-17,2025-08-21,VANDALISM,345500.0,Vandalism claim reported for V009573.,6,56.0,2.0,218816.66666666666,45,277,0.22204370179948585,1.5789473684210527,0.028696159109632437,0,0.08888888888888889,NOT_FLAGGED,CLOSED
CL021945,P005975,C008817,V013295,RS00420,2025-08-20,2025-08-21,FIRE,195500.0,Fire claim reported for V013295.,5,21.0,5.0,337480.0,71,244,0.20820021299254526,0.5792935877681641,0.29927840432891645,0,0.14084507042253522,NOT_FLAGGED,CLOSED
CL015526,P008372,C009685,V004962,RS00219,2025-08-19,2025-08-21,THEFT,305600.0,Theft claim reported for V004962.,0,-1.0,0.0,305600.0,11,158,0.22857142857142856,1.0,0.006771868723446997,0,0.0,NOT_FLAGGED,CLOSED
CL025293,P003852,C009163,V011572,RS00287,2025-08-14,2025-08-21,ACCIDENT,145000.0,Accident claim reported for V011572.,5,23.0,2.0,298180.0,116,202,0.12786596119929453,0.48628345294788383,0.6357554864561108,0,0.25,NOT_FLAGGED,CLOSED
CL006724,P004848,C007040,V007673,RS00464,2025-08-21,2025-08-21,ACCIDENT,169000.0,Accident claim reported for V007673.,3,126.0,3.0,343566.6666666667,107,296,0.10709759188846642,0.49189870961482485,0.034788405481376225,0,0.09345794392523364,NOT_FLAGGED,CLOSED
CL000391,P008592,C006927,V013124,RS00437,2025-08-19,2025-08-21,ACCIDENT,302500.0,Accident claim reported for V013124.,3,24.0,3.0,212333.33333333334,42,212,0.4416058394160584,1.4246467817896389,0.3337971316612423,0,0.11904761904761904,NOT_FLAGGED,CLOSED
CL010405,P003893,C003201,V002019,RS00281,2025-08-21,2025-08-21,ACCIDENT,94600.0,Accident claim reported for V002019.,2,15.0,2.0,138350.0,70,66,0.3427536231884058,0.6837730393928443,0.10429607009102362,0,0.15714285714285714,NOT_FLAGGED,CLOSED
CL001766,P008932,C008000,V004363,RS00282,2025-08-14,2025-08-21,ACCIDENT,156000.0,Accident claim reported for V004363.,15,26.0,11.0,447606.6666666667,23,75,0.2445141065830721,0.3485202782204614,0.09953875618008579,0,0.08695652173913043,NOT_FLAGGED,CLOSED
CL026965,P006314,C008477,V014485,RS00069,2025-08-17,2025-08-21,ACCIDENT,242700.0,Accident claim reported for V014485.,3,0.0,3.0,190666.66666666666,84,83,0.40789915966386553,1.272902097902098,0.4494593581040364,1,0.15476190476190477,FLAGGED,UNDER_REVIEW
CL004118,P005571,C004442,V006506,RS00436,2025-08-16,2025-08-21,FIRE,48000.0,Fire claim reported for V006506.,4,30.0,3.0,403375.0,29,152,0.06340819022457067,0.1189959714905485,0.07667996418967508,0,0.10344827586206896,NOT_FLAGGED,CLOSED
CL018174,P008514,C004588,V006692,RS00253,2025-08-19,2025-08-21,NATURAL_DISASTER,187200.0,Natural_Disaster claim reported for V006692.,1,38.0,1.0,215300.0,28,68,0.4554744525547445,0.8694844403158384,0.007113778372506984,0,0.10714285714285714,NOT_FLAGGED,CLOSED
CL006364,P001091,C000205,V000625,RS00201,2025-08-19,2025-08-21,ACCIDENT,191200.0,Accident claim reported for V000625.,7,32.0,7.0,335142.85714285716,33,292,0.2905775075987842,0.5705029838022165,0.044569282229590654,0,0.18181818181818182,NOT_FLAGGED,CLOSED
CL003839,P000575,C004298,V013138,RS00446,2025-08-17,2025-08-21,ACCIDENT,107100.0,Accident claim reported for V013138.,2,34.0,2.0,105900.0,14,178,0.26842105263157895,1.0113314447592068,0.005991883483051955,0,0.21428571428571427,NOT_FLAGGED,CLOSED
CL025668,P008991,C007805,V003967,RS00379,2025-08-17,2025-08-21,ACCIDENT,72900.0,Accident claim reported for V003967.,8,39.0,8.0,169737.5,94,296,0.16455981941309256,0.42948670741586276,0.1393889835576596,0,0.06382978723404255,NOT_FLAGGED,CLOSED
CL020087,P006117,C001331,V001818,RS00144,2025-08-15,2025-08-21,ACCIDENT,74200.0,Accident claim reported for V001818.,0,-1.0,0.0,74200.0,87,251,0.16095444685466379,1.0,0.006079241053624495,0,0.11494252873563218,NOT_FLAGGED,CLOSED
CL002959,P001858,C002582,V008758,RS00194,2025-08-21,2025-08-21,NATURAL_DISASTER,604100.0,Natural_Disaster claim reported for V008758.,1,112.0,1.0,68400.0,48,205,0.4959770114942529,8.83187134502924,0.024527397353731942,0,0.14583333333333334,NOT_FLAGGED,CLOSED
CL010355,P006964,C005002,V009384,RS00359,2025-08-15,2025-08-21,ACCIDENT,418100.0,Accident claim reported for V009384.,3,12.0,3.0,259466.66666666666,25,46,0.7714022140221403,1.611382322713258,0.6766873660576863,1,0.04,FLAGGED,UNDER_REVIEW
CL017480,P005594,C002682,V009755,RS00052,2025-08-19,2025-08-21,ACCIDENT,289200.0,Accident claim reported for V009755.,5,8.0,4.0,477720.0,92,68,0.19620081411126186,0.605375533785481,0.6113384984808525,1,0.2826086956521739,INVESTIGATED,UNDER_REVIEW
CL024744,P007578,C008342,V009963,RS00233,2025-08-15,2025-08-21,ACCIDENT,281800.0,Accident claim reported for V009963.,12,38.0,6.0,415300.0,17,174,0.3089912280701754,0.6785456296653022,0.08366155860083159,0,0.23529411764705882,NOT_FLAGGED,CLOSED
CL025787,P005436,C004406,V011724,RS00258,2025-08-15,2025-08-21,VANDALISM,151500.0,Vandalism claim reported for V011724.,12,17.0,6.0,294866.6666666667,30,105,0.3443181818181818,0.5137915442007687,0.24660698937005235,0,0.13333333333333333,NOT_FLAGGED,CLOSED
CL029565,P006004,C006826,V012125,RS00100,2025-08-20,2025-08-21,ACCIDENT,2169700.0,Accident claim reported for V012125.,1,242.0,1.0,1793800.0,2,263,0.9124053826745164,1.2095551343516557,0.06613385185243345,0,0.0,NOT_FLAGGED,CLOSED
CL014891,P010718,C005662,V006517,RS00464,2025-08-16,2025-08-22,ACCIDENT,140600.0,Accident claim reported for V006517.,1,225.0,1.0,495600.0,108,239,0.2367003367003367,0.28369652945924134,0.017327343851495577,0,0.09259259259259259,NOT_FLAGGED,CLOSED
CL025780,P011463,C001117,V001959,RS00085,2025-08-18,2025-08-22,NATURAL_DISASTER,74900.0,Natural_Disaster claim reported for V001959.,4,9.0,4.0,189575.0,22,206,0.10792507204610952,0.3950942898588949,0.5388788077810702,1,0.3181818181818182,INVESTIGATED,UNDER_REVIEW
CL013327,P007809,C004738,V010649,RS00281,2025-08-15,2025-08-22,ACCIDENT,173000.0,Accident claim reported for V010649.,3,5.0,3.0,313500.0,71,277,0.10646153846153845,0.5518341307814992,0.5784417486701398,1,0.15492957746478872,FLAGGED,UNDER_REVIEW
CL000266,P011654,C006186,V014176,RS00370,2025-08-17,2025-08-22,NATURAL_DISASTER,33200.0,Natural_Disaster claim reported for V014176.,6,9.0,5.0,233050.0,28,95,0.08019323671497584,0.14245869984981763,0.2309319850625372,1,0.17857142857142858,INVESTIGATED,UNDER_REVIEW
CL013133,P001881,C005717,V007802,RS00447,2025-08-20,2025-08-22,ACCIDENT,296200.0,Accident claim reported for V007802.,2,7.0,2.0,266650.0,51,241,0.17121387283236994,1.1108194262141384,0.10528668380338468,1,0.06,INVESTIGATED,UNDER_REVIEW
CL002027,P008445,C009429,V004798,RS00300,2025-08-20,2025-08-22,ACCIDENT,334400.0,Accident claim reported for V004798.,15,97.0,8.0,313293.3333333333,71,45,0.23733144073811213,1.0673703025918202,0.05129272457580807,0,0.14084507042253522,NOT_FLAGGED,CLOSED
CL001164,P000219,C004409,V005359,RS00444,2025-08-16,2025-08-22,THEFT,145700.0,Theft claim reported for V005359.,0,-1.0,0.0,145700.0,16,49,0.2542757417102967,1.0,0.022299417923287983,0,0.125,NOT_FLAGGED,CLOSED
CL016632,P009141,C007366,V000130,RS00030,2025-08-15,2025-08-22,THEFT,146900.0,Theft claim reported for V000130.,6,53.0,6.0,358916.6666666667,37,263,0.15066666666666667,0.40928720687253306,0.10226177591173882,0,0.05405405405405406,NOT_FLAGGED,CLOSED
CL005745,P009269,C004795,V003247,RS00421,2025-08-22,2025-08-22,ACCIDENT,355300.0,Accident claim reported for V003247.,8,15.0,2.0,453675.0,37,332,0.28265712012728716,0.7831597509230176,0.11660721568687027,0,0.24324324324324326,NOT_FLAGGED,CLOSED
CL005382,P005065,C008816,V014679,RS00176,2025-08-18,2025-08-22,ACCIDENT,214800.0,Accident claim reported for V014679.,1,17.0,1.0,67200.0,146,44,0.43569979716024343,3.1964285714285716,0.08344159260343206,0,0.2808219178082192,NOT_FLAGGED,CLOSED
CL024868,P000709,C002354,V013579,RS00075,2025-08-21,2025-08-22,ACCIDENT,232800.0,Accident claim reported for V013579.,1,49.0,1.0,98100.0,38,211,0.4870292887029289,2.3730886850152904,0.029127674713580798,0,0.3157894736842105,NOT_FLAGGED,CLOSED
CL007227,P007831,C003704,V009061,RS00331,2025-08-22,2025-08-22,NATURAL_DISASTER,438600.0,Natural_Disaster claim reported for V009061.,0,-1.0,0.0,438600.0,27,37,0.21447432762836185,1.0,0.023481627390602212,0,0.18518518518518517,NOT_FLAGGED,CLOSED
CL026853,P005455,C007309,V013577,RS00466,2025-08-22,2025-08-22,ACCIDENT,263400.0,Accident claim reported for V013577.,0,-1.0,0.0,263400.0,4,121,0.2769716088328076,1.0,0.008581470116425252,0,0.5,NOT_FLAGGED,CLOSED
CL027838,P004226,C005018,V007964,RS00485,2025-08-20,2025-08-22,ACCIDENT,167800.0,Accident claim reported for V007964.,10,39.0,10.0,138500.0,75,282,0.28060200668896323,1.211552346570397,0.134998957591272,0,0.4,NOT_FLAGGED,CLOSED
CL023930,P005479,C000980,V010093,RS00313,2025-08-21,2025-08-22,ACCIDENT,288800.0,Accident claim reported for V010093.,3,75.0,3.0,659566.6666666666,53,330,0.23927091963545982,0.43786324354374084,0.01895055591672025,0,0.1509433962264151,NOT_FLAGGED,CLOSED
CL027680,P007767,C000361,V003020,RS00374,2025-08-18,2025-08-22,ACCIDENT,442500.0,Accident claim reported for V003020.,2,109.0,2.0,199900.0,62,175,0.5822368421052632,2.2136068034017007,0.03760716064031139,0,0.16129032258064516,NOT_FLAGGED,CLOSED
CL011381,P004338,C001786,V006419,RS00142,2025-08-18,2025-08-22,ACCIDENT,91200.0,Accident claim reported for V006419.,0,-1.0,0.0,91200.0,67,210,0.10780141843971631,1.0,0.006777336341986659,0,0.07462686567164178,NOT_FLAGGED,CLOSED
CL025353,P007690,C007166,V001756,RS00019,2025-08-19,2025-08-22,ACCIDENT,71700.0,Accident claim reported for V001756.,2,240.0,1.0,157550.0,41,39,0.08222477064220184,0.4550936210726753,0.008182268957165824,0,0.07317073170731707,NOT_FLAGGED,CLOSED
CL008291,P001372,C004004,V010495,RS00326,2025-08-20,2025-08-22,ACCIDENT,194100.0,Accident claim reported for V010495.,0,-1.0,0.0,194100.0,26,27,0.18520992366412214,1.0,0.029286264603538455,0,0.07692307692307693,NOT_FLAGGED,CLOSED
CL000949,P003510,C006744,V007531,RS00283,2025-08-20,2025-08-22,VANDALISM,421900.0,Vandalism claim reported for V007531.,6,22.0,6.0,240383.33333333334,49,250,0.3418962722852512,1.75511336060459,0.2080702572115131,0,0.10204081632653061,NOT_FLAGGED,CLOSED
CL014590,P002761,C004162,V000574,RS00155,2025-08-19,2025-08-22,NATURAL_DISASTER,304600.0,Natural_Disaster claim reported for V000574.,2,90.0,2.0,358850.0,43,164,0.3275268817204301,0.8488226278389299,0.006978140547750591,0,0.09302325581395349,NOT_FLAGGED,CLOSED
CL021180,P001896,C003629,V004986,RS00447,2025-08-18,2025-08-22,ACCIDENT,586600.0,Accident claim reported for V004986.,8,47.0,5.0,364125.0,50,355,0.48640132669983416,1.6109852385856505,0.04418614630887524,1,0.0784313725490196,INVESTIGATED,UNDER_REVIEW
CL019077,P000864,C003964,V011671,RS00202,2025-08-18,2025-08-23,ACCIDENT,120000.0,Accident claim reported for V011671.,0,-1.0,0.0,120000.0,31,14,0.13856812933025403,1.0,0.01901784909017062,0,0.06451612903225806,NOT_FLAGGED,CLOSED
CL016240,P003985,C006907,V003786,RS00446,2025-08-22,2025-08-23,ACCIDENT,136400.0,Accident claim reported for V003786.,2,6.0,2.0,122600.0,15,127,0.24227353463587922,1.1125611745513866,0.024273517143378248,0,0.2,NOT_FLAGGED,CLOSED
CL023447,P001012,C001830,V002752,RS00415,2025-08-22,2025-08-23,ACCIDENT,98900.0,Accident claim reported for V002752.,2,70.0,1.0,276650.0,40,246,0.26094986807387865,0.3574914151454907,0.017318580292467176,0,0.25,NOT_FLAGGED,CLOSED
CL008667,P008580,C000792,V013795,RS00481,2025-08-16,2025-08-23,ACCIDENT,189900.0,Accident claim reported for V013795.,6,64.0,2.0,133850.0,68,76,0.14529456771231827,1.4187523347030258,0.04757087088455901,0,0.08823529411764706,NOT_FLAGGED,CLOSED
CL007747,P009583,C008510,V013383,RS00142,2025-08-21,2025-08-23,THEFT,103300.0,Theft claim reported for V013383.,8,46.0,8.0,207137.5,68,351,0.17688356164383562,0.49870255265222374,0.10157113879542128,0,0.07352941176470588,NOT_FLAGGED,CLOSED
CL013910,P001098,C009741,V002678,RS00054,2025-08-22,2025-08-23,FIRE,228700.0,Fire claim reported for V002678.,3,50.0,3.0,227433.33333333334,90,161,0.31371742112482853,1.0055693976256779,0.09132653313902396,0,0.07777777777777778,NOT_FLAGGED,CLOSED
CL028445,P000087,C001438,V002627,RS00463,2025-08-21,2025-08-23,NATURAL_DISASTER,103700.0,Natural_Disaster claim reported for V002627.,0,-1.0,0.0,103700.0,53,87,0.15617469879518073,1.0,0.004627038852354877,0,0.09433962264150944,NOT_FLAGGED,CLOSED
CL003940,P008679,C007650,V001182,RS00443,2025-08-16,2025-08-23,ACCIDENT,127900.0,Accident claim reported for V001182.,0,-1.0,0.0,127900.0,50,116,0.20762987012987014,1.0,0.006675021045568623,0,0.12,NOT_FLAGGED,CLOSED
CL013003,P007051,C003224,V009905,RS00120,2025-08-17,2025-08-23,ACCIDENT,186900.0,Accident claim reported for V009905.,17,24.0,9.0,314117.64705882355,49,181,0.4931398416886544,0.595,0.2845712452852906,1,0.10204081632653061,FLAGGED,UNDER_REVIEW
CL003853,P010977,C007003,V002954,RS00403,2025-08-19,2025-08-23,ACCIDENT,452400.0,Accident claim reported for V002954.,13,77.0,11.0,285392.3076923077,55,249,0.47974549310710496,1.5851863831163582,0.03124566689619235,0,0.14545454545454545,NOT_FLAGGED,CLOSED
CL018067,P010940,C005212,V007428,RS00164,2025-08-21,2025-08-23,ACCIDENT,96700.0,Accident claim reported for V007428.,8,28.0,6.0,207062.5,386,239,0.2993808049535604,0.46700875339571385,0.40947329873696775,0,0.2994791666666667,NOT_FLAGGED,CLOSED
CL023396,P002342,C008068,V000531,RS00398,2025-08-18,2025-08-23,ACCIDENT,115400.0,Accident claim reported for V000531.,8,13.0,8.0,131987.5,44,232,0.2652873563218391,0.874325220191306,0.29785073016309943,0,0.1590909090909091,NOT_FLAGGED,CLOSED
CL010847,P009699,C005623,V009183,RS00337,2025-08-22,2025-08-23,ACCIDENT,173500.0,Accident claim reported for V009183.,5,17.0,5.0,477940.0,82,148,0.09676519799219185,0.3630162781939156,0.3475090293514506,0,0.12195121951219512,NOT_FLAGGED,CLOSED
CL022032,P002119,C004803,V004297,RS00427,2025-08-21,2025-08-23,ACCIDENT,443200.0,Accident claim reported for V004297.,5,328.0,1.0,260200.0,14,81,0.47655913978494624,1.703305149884704,0.05043074123598541,0,0.21428571428571427,NOT_FLAGGED,CLOSED
CL004921,P004203,C006012,V009983,RS00164,2025-08-20,2025-08-23,VANDALISM,151200.0,Vandalism claim reported for V009983.,0,-1.0,0.0,151200.0,385,7,0.22600896860986547,1.0,0.08185886803522155,0,0.2987012987012987,NOT_FLAGGED,CLOSED
CL012042,P007221,C003703,V003251,RS00203,2025-08-22,2025-08-23,ACCIDENT,253400.0,Accident claim reported for V003251.,0,-1.0,0.0,253400.0,35,131,0.3113022113022113,1.0,0.024164359602174126,0,0.08571428571428572,NOT_FLAGGED,CLOSED
CL001966,P002146,C006890,V000112,RS00304,2025-08-16,2025-08-23,ACCIDENT,427700.0,Accident claim reported for V000112.,10,25.0,8.0,111260.0,40,359,0.6066666666666667,3.844148840553658,0.5164281322526966,0,0.125,NOT_FLAGGED,CLOSED
CL018177,P009015,C006348,V004572,RS00032,2025-08-20,2025-08-23,ACCIDENT,76600.0,Accident claim reported for V004572.,0,-1.0,0.0,76600.0,23,43,0.15991649269311065,1.0,0.004790165194901857,0,0.13043478260869565,NOT_FLAGGED,CLOSED
CL002002,P007676,C002766,V013081,RS00468,2025-08-18,2025-08-23,ACCIDENT,52700.0,Accident claim reported for V013081.,6,37.0,6.0,189383.33333333334,9,261,0.1750830564784053,0.2782715832086597,0.10899528462508501,0,0.1111111111111111,NOT_FLAGGED,CLOSED
CL007009,P008850,C002809,V013214,RS00311,2025-08-16,2025-08-23,ACCIDENT,720900.0,Accident claim reported for V013214.,1,52.0,1.0,298600.0,87,149,0.5030704815073272,2.414266577361018,0.006079239292071488,0,0.11494252873563218,NOT_FLAGGED,CLOSED
CL002050,P007990,C004092,V007671,RS00230,2025-08-18,2025-08-23,ACCIDENT,730600.0,Accident claim reported for V007671.,9,15.0,8.0,264544.44444444444,26,213,0.7813903743315508,2.761728758032677,0.3984717421053038,1,0.15384615384615385,INVESTIGATED,UNDER_REVIEW
CL017123,P011371,C005492,V005375,RS00164,2025-08-16,2025-08-23,ACCIDENT,520500.0,Accident claim reported for V005375.,17,38.0,11.0,228711.76470588235,384,271,0.37072649572649574,2.275790231732723,0.21965137994918765,0,0.2979274611398964,NOT_FLAGGED,CLOSED
CL006662,P005941,C000326,V008886,RS00287,2025-08-16,2025-08-23,ACCIDENT,185800.0,Accident claim reported for V008886.,0,-1.0,0.0,185800.0,117,143,0.41659192825112107,1.0,0.050984172391596486,0,0.24786324786324787,NOT_FLAGGED,CLOSED
CL011072,P009354,C001405,V012755,RS00405,2025-08-19,2025-08-24,ACCIDENT,154800.0,Accident claim reported for V012755.,10,8.0,10.0,135950.0,47,367,0.3329032258064516,1.1386539168812064,0.2714205198508496,1,0.10638297872340426,FLAGGED,UNDER_REVIEW
CL013377,P001285,C007848,V006139,RS00196,2025-08-18,2025-08-24,ACCIDENT,162600.0,Accident claim reported for V006139.,1,173.0,1.0,95200.0,23,193,0.2024906600249066,1.7079831932773109,0.012630578545626808,0,0.13043478260869565,NOT_FLAGGED,CLOSED
CL024805,P007398,C009977,V009453,RS00155,2025-08-20,2025-08-24,NATURAL_DISASTER,387400.0,Natural_Disaster claim reported for V009453.,4,173.0,2.0,239400.0,44,267,0.8138655462184874,1.6182121971595655,0.1719321406285602,0,0.09090909090909091,NOT_FLAGGED,CLOSED
CL007268,P002592,C000192,V011629,RS00086,2025-08-20,2025-08-24,ACCIDENT,224400.0,Accident claim reported for V011629.,2,182.0,2.0,192750.0,7,131,0.6,1.1642023346303503,0.04707787791137595,0,0.0,NOT_FLAGGED,CLOSED
CL022564,P002929,C002352,V011358,RS00494,2025-08-23,2025-08-24,ACCIDENT,34800.0,Accident claim reported for V011358.,0,-1.0,0.0,34800.0,53,74,0.0932975871313673,1.0,0.010723692701605534,0,0.07547169811320754,NOT_FLAGGED,CLOSED
CL022672,P008617,C007594,V012387,RS00317,2025-08-20,2025-08-24,ACCIDENT,170000.0,Accident claim reported for V012387.,0,-1.0,0.0,170000.0,70,56,0.37199124726477023,1.0,0.0053510080520077115,0,0.1,NOT_FLAGGED,CLOSED
CL015691,P009036,C004671,V002365,RS00201,2025-08-17,2025-08-24,VANDALISM,319700.0,Vandalism claim reported for V002365.,12,98.0,11.0,315541.6666666667,34,231,0.31779324055666003,1.013178396936485,0.05675182092185744,0,0.17647058823529413,NOT_FLAGGED,CLOSED
CL009167,P011934,C001365,V000522,RS00278,2025-08-23,2025-08-24,ACCIDENT,381400.0,Accident claim reported for V000522.,1,202.0,1.0,94600.0,40,61,0.695985401459854,4.031712473572939,0.02906892443515341,0,0.05,NOT_FLAGGED,CLOSED
CL001875,P006637,C002344,V006404,RS00344,2025-08-19,2025-08-24,ACCIDENT,398300.0,Accident claim reported for V006404.,1,88.0,1.0,319300.0,77,317,0.4153284671532847,1.2474162229877859,0.01383139076779401,0,0.1038961038961039,NOT_FLAGGED,CLOSED
CL001585,P008120,C002347,V003206,RS00144,2025-08-21,2025-08-24,ACCIDENT,107100.0,Accident claim reported for V003206.,5,42.0,5.0,94140.0,88,262,0.3016901408450704,1.1376673040152965,0.11401691986790621,1,0.11363636363636363,INVESTIGATED,UNDER_REVIEW
CL013591,P000272,C007631,V011888,RS00449,2025-08-18,2025-08-24,ACCIDENT,130400.0,Accident claim reported for V011888.,5,161.0,4.0,144840.0,218,303,0.1729442970822281,0.9003037834852251,0.20467661502389622,1,0.2304147465437788,INVESTIGATED,UNDER_REVIEW
CL014307,P006042,C002438,V009975,RS00216,2025-08-17,2025-08-24,NATURAL_DISASTER,238700.0,Natural_Disaster claim reported for V009975.,9,79.0,8.0,201022.22222222222,48,316,0.4708086785009862,1.1874309086889232,0.027111765133731557,0,0.125,NOT_FLAGGED,CLOSED
CL000624,P011410,C004769,V013490,RS00448,2025-08-20,2025-08-24,ACCIDENT,38200.0,Accident claim reported for V013490.,7,74.0,6.0,66100.0,9,264,0.21460674157303372,0.5779122541603631,0.0980825730325558,0,0.1111111111111111,NOT_FLAGGED,CLOSED
CL012699,P005060,C008710,V011553,RS00449,2025-08-20,2025-08-24,THEFT,157300.0,Theft claim reported for V011553.,3,48.0,3.0,133300.0,217,303,0.4117801047120419,1.1800450112528131,0.15076471468647445,1,0.23394495412844038,INVESTIGATED,UNDER_REVIEW
CL012575,P001457,C007407,V014523,RS00260,2025-08-22,2025-08-24,ACCIDENT,364800.0,Accident claim reported for V014523.,1,40.0,1.0,122000.0,16,108,0.3714867617107943,2.9901639344262296,0.009755839526552217,0,0.0625,NOT_FLAGGED,CLOSED
CL008221,P009802,C006124,V007390,RS00493,2025-08-18,2025-08-24,ACCIDENT,401900.0,Accident claim reported for V007390.,0,-1.0,0.0,401900.0,134,93,0.20421747967479675,1.0,0.006641762276340531,0,0.12686567164179105,NOT_FLAGGED,CLOSED
CL005631,P005815,C005955,V012699,RS00153,2025-08-20,2025-08-24,ACCIDENT,571400.0,Accident claim reported for V012699.,3,118.0,3.0,291800.0,58,17,0.34862721171446004,1.958190541466758,0.2860919419307562,0,0.1724137931034483,NOT_FLAGGED,CLOSED
CL018162,P006867,C002335,V004255,RS00019,2025-08-24,2025-08-24,FIRE,121500.0,Fire claim reported for V004255.,3,31.0,3.0,71366.66666666667,42,259,0.3983606557377049,1.7024754787482483,0.03840653447938388,0,0.07142857142857142,NOT_FLAGGED,CLOSED
CL025635,P000799,C005723,V007361,RS00273,2025-08-22,2025-08-24,ACCIDENT,96600.0,Accident claim reported for V007361.,2,5.0,2.0,100600.0,126,39,0.29096385542168673,0.9602385685884692,0.072038100741679,0,0.30158730158730157,NOT_FLAGGED,CLOSED
CL014655,P009583,C008510,V013383,RS00082,2025-08-21,2025-08-24,ACCIDENT,197200.0,Accident claim reported for V013383.,9,1.0,9.0,195600.0,51,352,0.3376712328767123,1.0081799591002045,0.16406707547860952,0,0.0196078431372549,NOT_FLAGGED,CLOSED
CL009841,P005479,C000980,V010093,RS00113,2025-08-22,2025-08-24,ACCIDENT,130100.0,Accident claim reported for V010093.,4,2.0,4.0,566875.0,25,332,0.10778790389395194,0.22950385887541344,0.2923809670883766,0,0.12,NOT_FLAGGED,CLOSED
CL028097,P002130,C005306,V001298,RS00277,2025-08-24,2025-08-24,NATURAL_DISASTER,31900.0,Natural_Disaster claim reported for V001298.,8,65.0,4.0,259650.0,22,100,0.04596541786743516,0.1228576930483343,0.022011569810571133,0,0.13636363636363635,NOT_FLAGGED,CLOSED
CL016537,P004203,C006012,V009983,RS00119,2025-08-21,2025-08-24,ACCIDENT,226400.0,Accident claim reported for V009983.,1,1.0,1.0,151200.0,31,8,0.33841554559043346,1.4973544973544974,0.14430554973367443,0,0.06451612903225806,NOT_FLAGGED,CLOSED
CL024633,P004988,C008327,V001776,RS00396,2025-08-21,2025-08-24,FIRE,350700.0,Fire claim reported for V001776.,4,24.0,4.0,182575.0,33,210,0.39852272727272725,1.920854443379433,0.26680982693293676,0,0.06060606060606061,NOT_FLAGGED,CLOSED
CL021316,P007624,C006881,V011170,RS00419,2025-08-22,2025-08-25,ACCIDENT,153800.0,Accident claim reported for V011170.,1,154.0,1.0,302600.0,26,184,0.21877667140825036,0.5082617316589557,0.018782034468721488,0,0.11538461538461539,NOT_FLAGGED,CLOSED
CL007100,P010185,C004513,V003259,RS00500,2025-08-24,2025-08-25,THEFT,11000.0,Theft claim reported for V003259.,0,-1.0,0.0,11000.0,15,80,0.052884615384615384,1.0,0.019913407203371328,0,0.26666666666666666,NOT_FLAGGED,CLOSED
CL012979,P008521,C006218,V010484,RS00449,2025-08-22,2025-08-25,THEFT,484200.0,Theft claim reported for V010484.,0,-1.0,0.0,484200.0,219,29,0.6,1.0,0.47610658226785235,0,0.2374429223744292,NOT_FLAGGED,CLOSED
CL015877,P000814,C009206,V004217,RS00475,2025-08-22,2025-08-25,ACCIDENT,26400.0,Accident claim reported for V004217.,4,31.0,4.0,64625.0,42,133,0.09361702127659574,0.4085106382978723,0.02630560416908048,0,0.023809523809523808,NOT_FLAGGED,CLOSED
CL028650,P004698,C008886,V008154,RS00281,2025-08-18,2025-08-25,ACCIDENT,289000.0,Accident claim reported for V008154.,2,52.0,2.0,161600.0,72,235,0.4982758620689655,1.7883663366336633,0.0671421558538085,0,0.16666666666666666,NOT_FLAGGED,CLOSED
CL005758,P011564,C003151,V003526,RS00005,2025-08-20,2025-08-25,NATURAL_DISASTER,392300.0,Natural_Disaster claim reported for V003526.,0,-1.0,0.0,392300.0,33,79,0.7264814814814815,1.0,0.03076334381017614,0,0.15151515151515152,NOT_FLAGGED,CLOSED
CL012337,P003201,C001391,V014911,RS00481,2025-08-25,2025-08-25,ACCIDENT,293700.0,Accident claim reported for V014911.,10,74.0,9.0,232450.0,69,300,0.37271573604060915,1.2634975263497525,0.06028232657443131,0,0.08695652173913043,NOT_FLAGGED,CLOSED
CL028314,P011155,C004070,V004929,RS00370,2025-08-22,2025-08-25,ACCIDENT,614400.0,Accident claim reported for V004929.,3,177.0,3.0,544000.0,29,269,0.638006230529595,1.1294117647058823,0.18452017097581602,1,0.20689655172413793,FLAGGED,UNDER_REVIEW
CL018369,P007816,C002013,V012217,RS00177,2025-08-24,2025-08-25,ACCIDENT,72400.0,Accident claim reported for V012217.,3,28.0,3.0,151433.33333333334,68,212,0.12905525846702318,0.4780981730134272,0.05154023553306253,0,0.08823529411764706,NOT_FLAGGED,CLOSED
CL029378,P005367,C006310,V005062,RS00426,2025-08-20,2025-08-25,FIRE,106300.0,Fire claim reported for V005062.,2,53.0,2.0,274950.0,32,302,0.046581945661700264,0.386615748317876,0.017850010121696323,0,0.0,NOT_FLAGGED,CLOSED
CL017812,P000236,C001055,V001523,RS00080,2025-08-19,2025-08-25,ACCIDENT,79700.0,Accident claim reported for V001523.,8,294.0,2.0,226137.5,22,65,0.12223926380368098,0.35244043999778896,0.044331854363756584,0,0.0,NOT_FLAGGED,CLOSED
